Invoice ID,Rama,Distrito,Cliente,Genero,Línea de Producto,Precio unitario,Cantidad,Precio Base,IGV,Total,Fecha,Hora,Método de Pago,Rating
832-13-5968,D,Surco,Normal,Masculino,Accesorios de moda,83.49,2,166.98,30.06,197.04,21/12/2021,09:49,Billetera digital,8.5
832-17-9735,A,San Borja,Miembro,Femenino,Juguetes y arte,28.79,9,259.11,46.64,305.75,7/11/2022,16:14,Tarjeta bancaria,4.1
832-28-4155,D,Miraflores,Miembro,Femenino,Accesorios de moda,47.5,5,237.5,42.75,280.25,7/05/2023,13:42,Billetera digital,4.6
832-30-5540,B,San Isidro,Miembro,Masculino,Deportes y viajes,55.65,8,445.2,80.14,525.34,5/05/2023,14:10,Tarjeta bancaria,6.8
832-32-8697,D,Surquillo,Normal,Femenino,Comidas y bebidas,75.39,6,452.34,81.42,533.76,2/03/2023,22:26,Efectivo,5.1
832-33-9994,D,San Isidro,Normal,Masculino,Deportes y viajes,43,9,387,69.66,456.66,19/02/2021,15:07,Billetera digital,9.8
832-44-5398,B,Surquillo,Normal,Masculino,Hogar y estilo de vida,73.54,9,661.86,119.13,780.99,18/12/2023,13:20,Tarjeta bancaria,8.7
832-49-3153,A,Miraflores,Normal,Masculino,Comidas y bebidas,64.75,6,388.5,69.93,458.43,2/11/2022,19:29,Efectivo,4.4
832-57-5160,A,San Isidro,Normal,Femenino,Salud y belleza,36.03,8,288.24,51.88,340.12,20/07/2021,08:38,Billetera digital,4.6
832-60-2761,B,San Borja,Normal,Femenino,Accesorios de moda,81.42,6,488.52,87.93,576.45,3/10/2021,19:03,Efectivo,9.1
832-67-5291,D,Miraflores,Normal,Masculino,Deportes y viajes,72.83,2,145.66,26.22,171.88,18/02/2022,11:42,Tarjeta bancaria,5.9
832-73-5286,C,Surco,Normal,Masculino,Hogar y estilo de vida,19.3,7,135.1,24.32,159.42,17/11/2021,20:24,Tarjeta bancaria,8
832-74-7310,D,Miraflores,Normal,Femenino,Deportes y viajes,66.56,9,599.04,107.83,706.87,10/07/2021,11:29,Efectivo,8.9
832-75-9580,B,San Isidro,Miembro,Masculino,Juguetes y arte,91.48,5,457.4,82.33,539.73,13/05/2023,09:35,Billetera digital,4.5
832-76-9211,C,San Isidro,Normal,Masculino,Deportes y viajes,28.97,8,231.76,41.72,273.48,2/04/2022,11:03,Tarjeta bancaria,9.4
832-90-1297,C,San Borja,Normal,Femenino,Deportes y viajes,68.82,3,206.46,37.16,243.62,5/02/2023,16:36,Efectivo,9.1
832-91-2343,B,Miraflores,Normal,Femenino,Comidas y bebidas,88.07,8,704.56,126.82,831.38,29/08/2023,22:11,Billetera digital,9.7
832-91-3294,C,Surco,Miembro,Masculino,Ropa y calzados,76.3,9,686.7,123.61,810.31,25/09/2022,17:38,Billetera digital,4.3
832-93-7751,B,Miraflores,Normal,Masculino,Salud y belleza,35.03,4,140.12,25.22,165.34,3/10/2022,21:35,Efectivo,9.7
833-12-2852,B,Surco,Normal,Masculino,Ropa y calzados,32.13,8,257.04,46.27,303.31,3/06/2023,15:30,Billetera digital,6.4
833-24-9824,C,San Borja,Normal,Femenino,Accesorios electrónicos,78.98,8,631.84,113.73,745.57,28/02/2021,15:20,Billetera digital,8.1
833-30-7427,D,Surquillo,Normal,Femenino,Accesorios de moda,82.46,6,494.76,89.06,583.82,13/08/2022,21:52,Efectivo,6.7
833-36-7509,D,San Borja,Miembro,Masculino,Deportes y viajes,12.38,9,111.42,20.06,131.48,21/06/2022,16:52,Billetera digital,8.7
833-38-3510,D,San Borja,Normal,Femenino,Salud y belleza,53.77,6,322.62,58.07,380.69,28/10/2023,18:28,Tarjeta bancaria,9.1
833-38-3770,C,Surquillo,Normal,Masculino,Salud y belleza,87.83,5,439.15,79.05,518.2,28/03/2023,22:05,Tarjeta bancaria,5.8
833-54-1975,D,San Borja,Normal,Femenino,Deportes y viajes,18.32,5,91.6,16.49,108.09,23/04/2022,08:38,Efectivo,4.2
833-54-9314,C,Surco,Normal,Femenino,Salud y belleza,12.92,5,64.6,11.63,76.23,13/06/2023,11:53,Efectivo,10
833-55-7935,D,San Borja,Miembro,Femenino,Accesorios electrónicos,49.39,8,395.12,71.12,466.24,10/05/2023,10:57,Tarjeta bancaria,8.5
833-56-9962,A,Surquillo,Normal,Femenino,Deportes y viajes,16.25,1,16.25,2.93,19.18,29/12/2023,08:57,Efectivo,6.1
833-59-1668,C,Surco,Normal,Masculino,Accesorios de moda,46.36,3,139.08,25.03,164.11,4/09/2023,16:07,Tarjeta bancaria,8.8
833-60-4128,A,San Isidro,Miembro,Femenino,Accesorios electrónicos,40.69,2,81.38,14.65,96.03,3/12/2022,22:20,Efectivo,8.4
833-64-3972,D,Surco,Normal,Femenino,Salud y belleza,53.9,8,431.2,77.62,508.82,8/09/2022,14:21,Tarjeta bancaria,9.9
833-64-7815,C,San Borja,Normal,Femenino,Deportes y viajes,36.14,3,108.42,19.52,127.94,11/09/2022,17:25,Efectivo,9.8
833-65-4612,D,Miraflores,Normal,Masculino,Deportes y viajes,33.73,10,337.3,60.71,398.01,4/03/2021,21:48,Tarjeta bancaria,4.2
833-65-5783,B,San Isidro,Miembro,Masculino,Deportes y viajes,52.23,6,313.38,56.41,369.79,31/03/2022,14:18,Tarjeta bancaria,4.4
833-65-9029,A,Miraflores,Normal,Masculino,Comidas y bebidas,55.2,2,110.4,19.87,130.27,7/02/2021,11:32,Billetera digital,9.4
833-79-5501,C,San Borja,Miembro,Masculino,Salud y belleza,30.51,10,305.1,54.92,360.02,17/11/2023,19:36,Tarjeta bancaria,9
833-82-3147,B,San Isidro,Miembro,Femenino,Juguetes y arte,86.28,5,431.4,77.65,509.05,25/03/2023,09:11,Tarjeta bancaria,7
833-91-1161,D,San Isidro,Normal,Masculino,Accesorios de moda,51.42,5,257.1,46.28,303.38,15/02/2023,09:58,Billetera digital,9.3
833-91-3380,D,San Isidro,Normal,Femenino,Comidas y bebidas,27.54,6,165.24,29.74,194.98,22/12/2022,12:39,Billetera digital,7.8
833-95-6332,D,San Isidro,Miembro,Masculino,Comidas y bebidas,59.43,4,237.72,42.79,280.51,21/04/2021,21:16,Efectivo,7.8
833-96-9402,D,San Borja,Normal,Femenino,Accesorios de moda,29.59,8,236.72,42.61,279.33,13/01/2021,18:52,Efectivo,4.6
833-97-7544,D,San Isidro,Miembro,Masculino,Deportes y viajes,24.06,10,240.6,43.31,283.91,11/08/2022,20:20,Billetera digital,7.7
833-98-3741,B,San Borja,Miembro,Masculino,Deportes y viajes,34.93,7,244.51,44.01,288.52,24/03/2023,17:47,Billetera digital,4.9
834-12-2097,C,Surco,Miembro,Femenino,Comidas y bebidas,51.27,2,102.54,18.46,121,18/03/2022,15:55,Tarjeta bancaria,6.3
834-16-6460,A,Miraflores,Normal,Femenino,Comidas y bebidas,49.87,1,49.87,8.98,58.85,8/07/2022,08:55,Tarjeta bancaria,8
834-18-6154,B,San Isidro,Miembro,Masculino,Ropa y calzados,80.03,7,560.21,100.84,661.05,18/10/2022,21:01,Tarjeta bancaria,4.2
834-21-1332,B,San Borja,Normal,Masculino,Hogar y estilo de vida,29.46,2,58.92,10.61,69.53,10/01/2023,17:33,Billetera digital,4.5
834-26-5008,B,Surco,Miembro,Femenino,Salud y belleza,33.13,3,99.39,17.89,117.28,30/03/2023,09:14,Billetera digital,7
834-37-1685,D,San Borja,Normal,Masculino,Comidas y bebidas,35.32,5,176.6,31.79,208.39,31/07/2022,14:34,Efectivo,9.2
834-38-6772,C,San Isidro,Miembro,Masculino,Deportes y viajes,67.51,8,540.08,97.21,637.29,18/09/2022,14:21,Tarjeta bancaria,4.4
834-46-9449,C,Surquillo,Normal,Masculino,Juguetes y arte,81.37,1,81.37,14.65,96.02,21/12/2021,19:07,Tarjeta bancaria,9.6
834-56-8597,C,Surquillo,Miembro,Femenino,Hogar y estilo de vida,16.38,9,147.42,26.54,173.96,2/07/2021,20:58,Billetera digital,7.9
834-59-6768,C,San Isidro,Miembro,Masculino,Hogar y estilo de vida,57.41,10,574.1,103.34,677.44,20/12/2022,19:20,Tarjeta bancaria,8
834-63-2136,A,Surquillo,Normal,Masculino,Deportes y viajes,23.06,4,92.24,16.6,108.84,8/04/2023,13:57,Efectivo,4.8
834-64-1880,C,Surco,Normal,Femenino,Juguetes y arte,43.39,9,390.51,70.29,460.8,17/07/2023,09:20,Billetera digital,9.6
834-68-1985,D,San Borja,Normal,Femenino,Hogar y estilo de vida,48.18,3,144.54,26.02,170.56,6/01/2023,11:13,Efectivo,7.5
834-73-2380,B,Miraflores,Miembro,Masculino,Accesorios electrónicos,26.97,9,242.73,43.69,286.42,5/02/2022,20:13,Tarjeta bancaria,7.3
834-74-1730,D,San Isidro,Normal,Masculino,Deportes y viajes,72.64,6,435.84,78.45,514.29,10/12/2022,15:18,Billetera digital,5.4
834-74-6875,C,San Isidro,Normal,Femenino,Salud y belleza,78.24,2,156.48,28.17,184.65,15/01/2021,15:11,Efectivo,5
834-76-7189,D,Surco,Normal,Masculino,Accesorios de moda,50.64,6,303.84,54.69,358.53,28/01/2021,17:54,Tarjeta bancaria,7.8
834-80-3166,B,Surco,Normal,Femenino,Accesorios electrónicos,37.3,5,186.5,33.57,220.07,3/10/2021,14:36,Efectivo,10
834-84-6842,A,Surquillo,Normal,Femenino,Comidas y bebidas,72.68,2,145.36,26.16,171.52,14/04/2021,15:27,Efectivo,6.7
834-92-9547,C,Surquillo,Normal,Masculino,Ropa y calzados,76.54,5,382.7,68.89,451.59,7/02/2023,19:49,Efectivo,7.4
834-93-1761,D,Surquillo,Normal,Femenino,Salud y belleza,10.21,6,61.26,11.03,72.29,6/08/2022,11:33,Efectivo,9.6
834-95-5666,B,Surco,Normal,Femenino,Juguetes y arte,14.22,1,14.22,2.56,16.78,16/08/2022,09:56,Efectivo,7.7
834-97-4777,D,San Isidro,Miembro,Femenino,Hogar y estilo de vida,43.54,3,130.62,23.51,154.13,21/12/2021,16:44,Efectivo,9.3
835-10-7596,C,Surco,Normal,Masculino,Accesorios electrónicos,17.4,7,121.8,21.92,143.72,15/08/2022,11:56,Efectivo,7.2
835-23-1987,B,San Borja,Miembro,Femenino,Hogar y estilo de vida,66.15,9,595.35,107.16,702.51,23/07/2023,22:47,Billetera digital,6.6
835-23-4893,C,Surquillo,Miembro,Masculino,Comidas y bebidas,76.95,3,230.85,41.55,272.4,2/06/2022,08:49,Billetera digital,9.7
835-24-6129,A,Surquillo,Normal,Femenino,Accesorios de moda,65.63,10,656.3,118.13,774.43,22/12/2023,16:04,Efectivo,10
835-27-5308,B,Surquillo,Normal,Femenino,Hogar y estilo de vida,48.92,2,97.84,17.61,115.45,24/08/2021,17:56,Efectivo,8
835-27-7445,B,Miraflores,Miembro,Femenino,Comidas y bebidas,28.46,3,85.38,15.37,100.75,9/10/2023,15:00,Tarjeta bancaria,5.8
835-35-7550,C,San Borja,Miembro,Masculino,Accesorios electrónicos,42.23,3,126.69,22.8,149.49,31/08/2021,20:18,Billetera digital,5.4
835-35-8843,A,Surco,Miembro,Femenino,Ropa y calzados,93.27,2,186.54,33.58,220.12,2/10/2022,08:54,Tarjeta bancaria,4.2
835-37-4054,A,San Isidro,Normal,Masculino,Accesorios electrónicos,80.62,5,403.1,72.56,475.66,31/10/2021,21:42,Tarjeta bancaria,9.3
835-38-6921,B,Miraflores,Normal,Femenino,Hogar y estilo de vida,54.39,8,435.12,78.32,513.44,7/03/2023,22:03,Tarjeta bancaria,6.8
835-39-2182,A,San Borja,Normal,Masculino,Juguetes y arte,71.67,7,501.69,90.3,591.99,18/09/2022,21:19,Efectivo,9.6
835-39-6337,B,Surco,Normal,Femenino,Juguetes y arte,49.58,8,396.64,71.4,468.04,27/04/2023,12:27,Efectivo,6.8
835-40-7834,D,Miraflores,Normal,Femenino,Comidas y bebidas,12.18,8,97.44,17.54,114.98,27/03/2023,08:22,Billetera digital,4.4
835-47-2907,B,Surco,Normal,Masculino,Salud y belleza,21.12,8,168.96,30.41,199.37,9/09/2023,18:22,Efectivo,8.6
835-48-5517,C,San Borja,Miembro,Femenino,Ropa y calzados,34.22,9,307.98,55.44,363.42,20/08/2022,09:55,Tarjeta bancaria,7.6
835-51-6540,B,Surco,Normal,Femenino,Hogar y estilo de vida,27.22,6,163.32,29.4,192.72,21/05/2021,17:21,Tarjeta bancaria,8.7
835-53-5763,C,Surco,Normal,Masculino,Ropa y calzados,32.18,7,225.26,40.55,265.81,25/12/2023,21:02,Billetera digital,7.7
835-69-4902,B,San Borja,Normal,Femenino,Accesorios de moda,69.54,1,69.54,12.52,82.06,7/03/2021,14:04,Billetera digital,6.4
835-86-1709,C,Surco,Normal,Femenino,Accesorios de moda,18.71,3,56.13,10.1,66.23,31/12/2023,08:19,Efectivo,5.2
835-88-9831,B,Surquillo,Normal,Femenino,Juguetes y arte,39.09,8,312.72,56.29,369.01,3/05/2023,11:27,Billetera digital,5.4
835-90-7288,D,Miraflores,Miembro,Masculino,Comidas y bebidas,79.95,9,719.55,129.52,849.07,6/03/2022,20:08,Billetera digital,7.1
835-96-8715,C,Miraflores,Normal,Femenino,Salud y belleza,71.02,1,71.02,12.78,83.8,12/09/2023,09:33,Billetera digital,8.5
835-99-1559,A,San Isidro,Miembro,Masculino,Deportes y viajes,77.78,9,700.02,126,826.02,31/10/2023,13:53,Billetera digital,8.8
836-14-7811,D,Miraflores,Normal,Femenino,Deportes y viajes,33.88,3,101.64,18.3,119.94,21/03/2023,11:47,Efectivo,6.1
836-23-9037,D,San Isidro,Normal,Femenino,Comidas y bebidas,80.84,3,242.52,43.65,286.17,10/08/2022,12:51,Efectivo,9.2
836-25-2441,B,Surco,Miembro,Masculino,Comidas y bebidas,55.1,3,165.3,29.75,195.05,12/02/2021,13:41,Tarjeta bancaria,7.4
836-38-7468,B,Miraflores,Normal,Femenino,Deportes y viajes,57.86,6,347.16,62.49,409.65,7/07/2021,15:30,Billetera digital,5.5
836-39-1987,D,San Borja,Normal,Masculino,Comidas y bebidas,34.88,1,34.88,6.28,41.16,14/04/2021,14:37,Billetera digital,8.5
836-42-3470,A,Surco,Normal,Masculino,Deportes y viajes,74.19,9,667.71,120.19,787.9,27/03/2023,12:38,Billetera digital,8.9
836-48-1750,C,San Borja,Miembro,Femenino,Ropa y calzados,61.88,2,123.76,22.28,146.04,2/10/2023,16:30,Billetera digital,7.1
836-51-9437,B,Surco,Normal,Femenino,Accesorios de moda,25.42,10,254.2,45.76,299.96,28/09/2023,08:20,Tarjeta bancaria,5.9
836-56-1274,B,San Isidro,Normal,Masculino,Juguetes y arte,72.1,5,360.5,64.89,425.39,27/10/2021,17:43,Tarjeta bancaria,9.4
836-56-5955,B,San Isidro,Normal,Femenino,Comidas y bebidas,40.81,6,244.86,44.07,288.93,16/03/2023,12:55,Billetera digital,8.4
836-58-5933,B,Miraflores,Miembro,Femenino,Comidas y bebidas,59.71,8,477.68,85.98,563.66,18/10/2023,20:21,Billetera digital,6.1
836-64-6346,B,San Isidro,Miembro,Masculino,Deportes y viajes,64.08,5,320.4,57.67,378.07,1/05/2022,10:39,Billetera digital,8.7
836-66-7552,B,Miraflores,Miembro,Femenino,Accesorios de moda,11.88,7,83.16,14.97,98.13,27/08/2023,18:31,Billetera digital,6
836-66-7695,A,San Isidro,Miembro,Femenino,Salud y belleza,67.01,4,268.04,48.25,316.29,11/07/2022,11:00,Billetera digital,8.3
836-68-8742,A,San Borja,Miembro,Masculino,Salud y belleza,21.12,7,147.84,26.61,174.45,13/01/2021,16:12,Billetera digital,5.4
836-72-3901,D,San Isidro,Miembro,Femenino,Salud y belleza,41.87,3,125.61,22.61,148.22,19/11/2021,14:36,Tarjeta bancaria,8.4
836-74-5843,A,San Borja,Normal,Femenino,Comidas y bebidas,39.3,7,275.1,49.52,324.62,23/10/2023,19:40,Tarjeta bancaria,7.5
836-78-5702,D,San Borja,Miembro,Masculino,Hogar y estilo de vida,47.45,5,237.25,42.71,279.96,15/12/2021,17:25,Tarjeta bancaria,5
836-84-8543,B,Surco,Normal,Femenino,Comidas y bebidas,22.42,4,89.68,16.14,105.82,3/07/2023,16:47,Efectivo,6.7
836-86-6409,D,San Isidro,Miembro,Masculino,Accesorios electrónicos,72.49,9,652.41,117.43,769.84,31/08/2022,22:02,Tarjeta bancaria,9.7
836-92-7389,C,San Borja,Miembro,Masculino,Comidas y bebidas,38.85,9,349.65,62.94,412.59,25/01/2021,16:49,Billetera digital,4.7
836-96-8255,D,San Isidro,Normal,Masculino,Comidas y bebidas,70.05,3,210.15,37.83,247.98,5/03/2021,19:28,Tarjeta bancaria,4.3
836-97-9545,C,San Isidro,Miembro,Masculino,Accesorios electrónicos,65.69,10,656.9,118.24,775.14,17/03/2023,21:37,Billetera digital,5.5
836-97-9972,A,Surco,Miembro,Masculino,Deportes y viajes,17.87,4,71.48,12.87,84.35,6/09/2022,10:18,Billetera digital,6.5
836-98-9171,A,Surco,Normal,Femenino,Juguetes y arte,46.5,4,186,33.48,219.48,9/06/2023,10:01,Tarjeta bancaria,4.9
837-13-3400,A,San Isidro,Miembro,Masculino,Comidas y bebidas,27.17,3,81.51,14.67,96.18,29/04/2022,22:46,Efectivo,4.5
837-18-5585,A,Miraflores,Miembro,Femenino,Hogar y estilo de vida,46.24,10,462.4,83.23,545.63,12/03/2021,15:35,Billetera digital,5.5
837-19-3513,D,San Borja,Normal,Femenino,Comidas y bebidas,20.89,8,167.12,30.08,197.2,5/05/2023,20:53,Efectivo,4.5
837-23-4230,C,San Isidro,Miembro,Femenino,Accesorios de moda,81.68,8,653.44,117.62,771.06,14/09/2023,10:47,Tarjeta bancaria,9.9
837-29-7334,C,Surco,Normal,Masculino,Deportes y viajes,17.39,5,86.95,15.65,102.6,26/03/2023,19:29,Efectivo,8.9
837-30-3269,D,San Borja,Normal,Femenino,Salud y belleza,28.54,2,57.08,10.27,67.35,17/09/2022,20:55,Tarjeta bancaria,4.8
837-31-4419,C,San Borja,Normal,Femenino,Salud y belleza,69.86,2,139.72,25.15,164.87,22/03/2022,08:56,Tarjeta bancaria,8.8
837-31-6769,A,San Isidro,Miembro,Femenino,Hogar y estilo de vida,47.71,8,381.68,68.7,450.38,19/04/2023,13:39,Billetera digital,5.5
837-32-4881,B,San Isidro,Miembro,Femenino,Comidas y bebidas,28.9,4,115.6,20.81,136.41,1/12/2023,16:49,Tarjeta bancaria,8.5
837-32-8013,D,Surquillo,Normal,Femenino,Accesorios de moda,86.52,6,519.12,93.44,612.56,27/06/2021,12:58,Efectivo,8.6
837-35-4564,B,San Borja,Miembro,Masculino,Ropa y calzados,82.18,6,493.08,88.75,581.83,23/08/2023,19:07,Billetera digital,8.2
837-36-9728,D,San Borja,Miembro,Masculino,Accesorios electrónicos,58.05,1,58.05,10.45,68.5,15/06/2022,12:01,Tarjeta bancaria,7.3
837-39-9038,C,Miraflores,Miembro,Femenino,Salud y belleza,71.29,4,285.16,51.33,336.49,10/11/2023,22:05,Efectivo,5.3
837-40-5415,B,San Isidro,Miembro,Masculino,Accesorios electrónicos,48.61,4,194.44,35,229.44,2/12/2023,14:51,Tarjeta bancaria,5.6
837-42-3330,D,Miraflores,Normal,Masculino,Comidas y bebidas,67.03,10,670.3,120.65,790.95,8/05/2022,18:20,Tarjeta bancaria,4.6
837-44-5353,A,San Borja,Normal,Masculino,Accesorios electrónicos,80.46,5,402.3,72.41,474.71,1/09/2022,19:46,Billetera digital,8.9
837-47-9162,A,San Isidro,Normal,Femenino,Ropa y calzados,65.32,2,130.64,23.52,154.16,27/12/2022,13:11,Efectivo,8.7
837-48-7662,A,Miraflores,Normal,Masculino,Comidas y bebidas,35.57,9,320.13,57.62,377.75,17/03/2022,18:55,Tarjeta bancaria,6.3
837-54-5241,C,Miraflores,Miembro,Femenino,Comidas y bebidas,69.98,1,69.98,12.6,82.58,21/09/2023,11:38,Billetera digital,9
837-54-5456,A,San Borja,Normal,Femenino,Comidas y bebidas,64.89,5,324.45,58.4,382.85,10/11/2022,22:53,Billetera digital,7.6
837-58-9348,A,Surquillo,Miembro,Femenino,Ropa y calzados,61.78,2,123.56,22.24,145.8,12/03/2023,15:21,Billetera digital,7.9
837-59-5639,B,Surquillo,Normal,Masculino,Hogar y estilo de vida,14.42,10,144.2,25.96,170.16,10/06/2022,21:22,Tarjeta bancaria,6.1
837-60-6793,B,Surco,Normal,Femenino,Comidas y bebidas,24.85,3,74.55,13.42,87.97,19/07/2022,19:16,Efectivo,4.5
837-69-7331,C,San Borja,Normal,Femenino,Juguetes y arte,81.8,6,490.8,88.34,579.14,1/10/2021,22:45,Efectivo,6.9
837-70-7880,A,San Isidro,Normal,Femenino,Comidas y bebidas,80.2,3,240.6,43.31,283.91,13/02/2022,13:33,Billetera digital,4.9
837-78-8913,A,Miraflores,Normal,Masculino,Deportes y viajes,77.75,2,155.5,27.99,183.49,1/09/2023,10:22,Billetera digital,4.7
837-79-6310,A,Surco,Normal,Femenino,Salud y belleza,11.96,3,35.88,6.46,42.34,3/04/2023,22:16,Tarjeta bancaria,7.4
837-80-5811,A,San Borja,Miembro,Masculino,Deportes y viajes,39.47,8,315.76,56.84,372.6,20/02/2022,22:31,Tarjeta bancaria,4.4
837-81-1544,C,Surco,Miembro,Masculino,Accesorios de moda,45.06,7,315.42,56.78,372.2,8/11/2022,09:22,Billetera digital,9.6
837-81-1598,B,Miraflores,Miembro,Femenino,Deportes y viajes,71.7,4,286.8,51.62,338.42,16/12/2023,13:26,Tarjeta bancaria,5.9
837-81-8154,B,Surquillo,Normal,Masculino,Deportes y viajes,63.81,5,319.05,57.43,376.48,10/02/2023,18:54,Efectivo,7.3
837-82-4030,C,Miraflores,Normal,Femenino,Comidas y bebidas,23.47,2,46.94,8.45,55.39,9/12/2023,22:16,Efectivo,7
837-84-1518,C,Surquillo,Normal,Femenino,Deportes y viajes,86.83,8,694.64,125.04,819.68,22/11/2022,18:53,Billetera digital,4.8
837-85-1469,B,San Isidro,Miembro,Masculino,Accesorios electrónicos,29.3,6,175.8,31.64,207.44,24/05/2023,19:55,Billetera digital,7.9
837-86-9457,D,Miraflores,Miembro,Masculino,Accesorios electrónicos,43.36,6,260.16,46.83,306.99,4/11/2022,14:44,Efectivo,5.6
837-87-1956,D,San Borja,Miembro,Femenino,Deportes y viajes,82.41,10,824.1,148.34,972.44,22/10/2021,18:01,Efectivo,7.2
838-20-9967,C,San Isidro,Normal,Femenino,Ropa y calzados,15.49,7,108.43,19.52,127.95,8/10/2021,08:44,Efectivo,4.6
838-22-2072,B,San Isidro,Miembro,Femenino,Hogar y estilo de vida,83.08,9,747.72,134.59,882.31,24/07/2023,09:49,Tarjeta bancaria,6
838-24-1765,C,Surquillo,Normal,Femenino,Comidas y bebidas,83.67,3,251.01,45.18,296.19,14/05/2021,14:44,Billetera digital,9.7
838-24-7697,A,San Isidro,Normal,Masculino,Comidas y bebidas,53.58,10,535.8,96.44,632.24,7/04/2021,19:48,Billetera digital,6.2
838-28-3134,C,Miraflores,Normal,Femenino,Comidas y bebidas,46.95,5,234.75,42.26,277.01,5/09/2021,14:30,Efectivo,9
838-50-5737,B,Miraflores,Normal,Femenino,Accesorios de moda,53.25,6,319.5,57.51,377.01,21/05/2022,22:34,Efectivo,9.3
838-52-8034,C,San Isidro,Normal,Femenino,Comidas y bebidas,69.49,1,69.49,12.51,82,16/10/2022,10:55,Efectivo,7
838-53-3593,D,San Borja,Normal,Femenino,Deportes y viajes,39.18,6,235.08,42.31,277.39,18/03/2022,17:34,Efectivo,6.3
838-53-4192,A,Miraflores,Miembro,Masculino,Salud y belleza,81.53,7,570.71,102.73,673.44,21/07/2023,20:53,Billetera digital,7.4
838-53-9900,B,Surco,Miembro,Masculino,Comidas y bebidas,59.2,4,236.8,42.62,279.42,2/06/2023,08:08,Tarjeta bancaria,8.6
838-56-8231,C,San Isidro,Miembro,Masculino,Ropa y calzados,80.71,7,564.97,101.69,666.66,30/04/2021,09:35,Tarjeta bancaria,5.6
838-65-7563,B,San Borja,Normal,Femenino,Deportes y viajes,48.61,6,291.66,52.5,344.16,19/05/2023,21:07,Efectivo,8.8
838-75-9337,C,San Isidro,Miembro,Femenino,Hogar y estilo de vida,27.15,6,162.9,29.32,192.22,10/05/2022,12:15,Tarjeta bancaria,6.1
838-76-1263,C,San Borja,Normal,Masculino,Ropa y calzados,37.12,1,37.12,6.68,43.8,23/07/2022,15:37,Efectivo,9.8
838-76-1659,A,Surco,Normal,Femenino,Juguetes y arte,76.43,6,458.58,82.54,541.12,9/06/2021,11:53,Tarjeta bancaria,8.7
838-78-4438,A,San Borja,Normal,Femenino,Salud y belleza,18,7,126,22.68,148.68,24/03/2023,12:40,Tarjeta bancaria,8.8
838-82-7057,A,San Isidro,Normal,Masculino,Accesorios electrónicos,63.44,1,63.44,11.42,74.86,3/07/2023,19:05,Efectivo,7.8
838-83-2741,C,Surquillo,Normal,Masculino,Salud y belleza,56.28,8,450.24,81.04,531.28,10/11/2021,18:42,Tarjeta bancaria,4.9
838-83-9520,B,Surco,Miembro,Femenino,Hogar y estilo de vida,68.5,1,68.5,12.33,80.83,22/03/2023,15:40,Tarjeta bancaria,10
838-87-7677,A,Miraflores,Normal,Femenino,Accesorios electrónicos,56.5,3,169.5,30.51,200.01,18/11/2022,14:12,Tarjeta bancaria,5.3
838-88-2996,A,Surco,Miembro,Femenino,Juguetes y arte,96.09,8,768.72,138.37,907.09,23/07/2023,10:08,Tarjeta bancaria,9.5
838-90-5781,A,San Isidro,Normal,Femenino,Salud y belleza,13.41,3,40.23,7.24,47.47,28/07/2021,20:56,Tarjeta bancaria,5
838-92-1742,C,Miraflores,Normal,Masculino,Accesorios electrónicos,85.87,5,429.35,77.28,506.63,7/06/2023,19:34,Billetera digital,8
838-94-9436,C,Miraflores,Miembro,Masculino,Ropa y calzados,42.06,9,378.54,68.14,446.68,17/04/2021,20:18,Billetera digital,9.3
838-98-1643,D,San Isidro,Miembro,Masculino,Accesorios electrónicos,84.51,9,760.59,136.91,897.5,29/05/2022,13:31,Billetera digital,9
838-98-9909,A,Surco,Normal,Masculino,Comidas y bebidas,63.87,1,63.87,11.5,75.37,12/03/2022,10:29,Efectivo,7.8
839-10-3533,D,San Isidro,Miembro,Femenino,Accesorios electrónicos,70.98,6,425.88,76.66,502.54,4/08/2021,10:53,Efectivo,7
839-10-9939,A,Surco,Miembro,Masculino,Juguetes y arte,23.95,4,95.8,17.24,113.04,21/12/2021,10:02,Billetera digital,6.1
839-11-8853,D,San Borja,Normal,Masculino,Salud y belleza,51.45,8,411.6,74.09,485.69,3/08/2022,12:00,Efectivo,9.4
839-14-7793,B,San Borja,Miembro,Femenino,Comidas y bebidas,76.08,7,532.56,95.86,628.42,14/10/2023,22:00,Tarjeta bancaria,6.3
839-18-4594,A,San Borja,Normal,Masculino,Ropa y calzados,27.14,6,162.84,29.31,192.15,26/12/2022,09:17,Tarjeta bancaria,7.7
839-19-9987,A,Surco,Normal,Masculino,Comidas y bebidas,18.49,3,55.47,9.98,65.45,8/03/2023,17:15,Efectivo,6.1
839-22-6533,D,Surquillo,Normal,Femenino,Salud y belleza,17.09,5,85.45,15.38,100.83,21/06/2023,20:15,Efectivo,8.6
839-22-8839,B,Miraflores,Normal,Masculino,Deportes y viajes,55.23,6,331.38,59.65,391.03,26/01/2023,12:39,Efectivo,8.7
839-25-2522,B,Surquillo,Normal,Femenino,Deportes y viajes,26.97,8,215.76,38.84,254.6,15/09/2023,11:25,Tarjeta bancaria,7.2
839-25-3792,A,San Borja,Normal,Femenino,Accesorios de moda,15.98,1,15.98,2.88,18.86,9/06/2022,11:24,Efectivo,9.1
839-28-6266,D,San Isidro,Normal,Femenino,Deportes y viajes,54.09,5,270.45,48.68,319.13,3/06/2021,21:22,Efectivo,6.8
